busco_id,chr1,chr2,start1,end1,start2,end2,strand1,strand2,is_flipped
61559at7147,OU343114.1,OY284468.1,55505886,55511101,54819404,54822055,-,+,True
61562at7147,OU343115.1,OY284469.1,10048734,10053525,25630730,25634309,+,+,False
61602at7147,OU343118.1,OY284472.1,7220233,7220761,40837126,40837650,-,+,True
61663at7147,OU343115.1,OY284469.1,31254104,31255275,29942932,29944211,-,-,False
61683at7147,OU343117.1,OY284471.1,27884818,27885416,46569008,46569607,+,+,False
61699at7147,OU343115.1,OY284469.1,52346678,52347027,24672853,24673201,-,+,True
61709at7147,OU343118.1,OY284472.1,12596765,12645008,37229572,37234970,+,+,False
61710at7147,OU343114.1,OY284468.1,26591330,26611951,40027656,40045655,+,+,False
61713at7147,OU343114.1,OY284468.1,54782658,54792571,54406372,54408646,-,-,False
61746at7147,OU343116.1,OY284470.1,23443915,23457871,24406615,24411966,-,-,False
61750at7147,OU343114.1,OY284468.1,8516266,8522964,69258845,69262056,-,-,False
61769at7147,OU343114.1,OY284468.1,10978397,10981741,36877197,36879941,+,+,False
61774at7147,OU343116.1,OY284470.1,34258744,34261847,7018905,7020458,-,-,False
61808at7147,OU343115.1,OY284469.1,66528626,66530867,58485646,58489771,-,+,True
61815at7147,OU343116.1,OY284470.1,5156392,5183516,34869879,34970023,+,+,False
61817at7147,OU343118.1,OY284472.1,18265681,18267704,20215703,20220160,-,+,True
61842at7147,OU343114.1,OY284468.1,55340379,55378223,54714885,54743345,-,-,False
61844at7147,OU343118.1,OY284472.1,3320263,3321313,30227664,30228793,+,+,False
61869at7147,OU343117.1,OY284471.1,32672890,32674647,20390098,20391760,-,-,False
61874at7147,OU343115.1,OY284469.1,51787522,51850049,17106290,17144299,-,-,False
61879at7147,OU343114.1,OY284468.1,61956141,61958140,53054502,53056240,-,+,True
61890at7147,OU343114.1,OY284468.1,29588659,29591475,20952682,20956873,+,+,False
61894at7147,OU343116.1,OY284470.1,4055211,4056833,41675387,41676495,-,+,True
61922at7147,OU343115.1,OY284469.1,32976900,32978441,27167659,27169086,-,+,True
61928at7147,OU343114.1,OY284468.1,56672533,56675737,180207,182438,+,+,False
61938at7147,OU343114.1,OY284468.1,20562579,20563468,32844152,32845193,-,-,False
61968at7147,OU343115.1,OY284469.1,59547321,59553915,31597307,31603813,+,-,True
61986at7147,OU343114.1,OY284468.1,50694261,50695500,47617815,47619161,+,+,False
61992at7147,OU343117.1,OY284471.1,31817824,31819877,40447225,40448639,+,+,False
61993at7147,OU343117.1,OY284471.1,4242899,4244313,30680049,30681102,+,-,True
61998at7147,OU343119.1,OY284473.1,16871313,16882605,27074115,27078866,+,-,True
62045at7147,OU343114.1,OY284468.1,5719016,5731968,63756857,63766015,-,+,True
62048at7147,OU343117.1,OY284471.1,37385403,37387076,19536332,19537647,-,-,False
62055at7147,OU343115.1,OY284469.1,6519123,6526311,8370767,8380716,-,-,False
62066at7147,OU343114.1,OY284468.1,17024058,17024435,30823042,30824557,+,-,True
62100at7147,OU343115.1,OY284469.1,42648369,42650976,15459863,15462059,+,-,True
62107at7147,OU343118.1,OY284472.1,43674254,43679025,1096164,1098912,-,+,True
62123at7147,OU343115.1,OY284469.1,4843301,4845032,33653624,33656604,-,+,True
62130at7147,OU343118.1,OY284472.1,36543357,36544013,40457820,40458494,-,+,True
62144at7147,OU343114.1,OY284468.1,12136581,12137420,64342025,64342960,+,-,True
62147at7147,OU343114.1,OY284468.1,84097899,84098535,29256973,29257617,+,+,False
62185at7147,OU343116.1,OY284470.1,18246640,18266010,18514768,18527770,+,+,False
62197at7147,OU343116.1,OY284470.1,12651689,12652768,6861696,6862871,+,-,True
62204at7147,OU343117.1,OY284471.1,37546526,37547896,3491863,3493189,+,+,False
62213at7147,OU343118.1,OY284472.1,18290616,18296062,20066452,20069934,-,-,False
62270at7147,OU343116.1,OY284470.1,38565551,38567740,7748030,7749762,-,+,True
62282at7147,OU343116.1,OY284470.1,26223656,26224991,17785315,17786579,-,-,False
62295at7147,OU343115.1,OY284469.1,59478574,59480728,31695606,31696016,+,-,True
62339at7147,OU343116.1,OY284470.1,37295768,37296217,30478234,30478704,-,-,False
62349at7147,OU343115.1,OY284469.1,24394152,24395612,35992606,35994249,-,-,False
62350at7147,OU343115.1,OY284469.1,57002488,57005983,3324664,3327548,-,-,False
62407at7147,OU343117.1,OY284471.1,23590529,23603894,39924069,39932995,+,+,False
6240at7147,OU343116.1,OY284470.1,8745963,8754943,44585418,44594108,-,+,True
62417at7147,OU343118.1,OY284472.1,44153798,44154204,40492397,40493014,-,-,False
62423at7147,OU343115.1,OY284469.1,55054918,55057357,17423091,17424933,+,+,False
62443at7147,OU343116.1,OY284470.1,3357615,3367475,40757047,40765932,+,+,False
62482at7147,OU343118.1,OY284472.1,40449576,40450392,35991812,35992761,-,+,True
62503at7147,OU343119.1,OY284468.1,446474,453483,27794942,27798417,-,-,False
62529at7147,OU343118.1,OY284472.1,18252721,18253326,20033497,20034123,+,+,False
62557at7147,OU343114.1,OY284468.1,36588336,36596136,52146677,52152354,+,+,False
62560at7147,OU343114.1,OY284468.1,4920578,4923586,56910491,56913437,-,-,False
6256at7147,OU343117.1,OY284471.1,25944321,25946351,46800803,46802854,+,+,False
62613at7147,OU343114.1,OY284468.1,89899811,89903565,22999,27012,+,+,False
62631at7147,OU343118.1,OY284472.1,28873602,28876968,6104608,6107425,-,+,True
62639at7147,OU343117.1,OY284471.1,4889248,4893269,7645304,7649060,-,+,True
62656at7147,OU343117.1,OY284471.1,45341891,45343596,34993491,34995431,+,-,True
62660at7147,OU343117.1,OY284471.1,21143105,21151941,39298735,39304762,+,+,False
62676at7147,OU343118.1,OY284469.1,18954692,18956033,1979443,1980876,-,+,True
62682at7147,OU343115.1,OY284469.1,61748275,61750528,50954421,51028178,-,-,False
62696at7147,OU343115.1,OY284469.1,3874428,3875615,22550569,22551723,+,+,False
62751at7147,OU343118.1,OY284472.1,7205795,7217361,40838711,40844874,-,+,True
62767at7147,OU343117.1,OY284471.1,25848620,25851587,46059257,46061716,-,-,False
62792at7147,OU343115.1,OY284469.1,69066654,69135375,2149312,2167016,-,+,True
62799at7147,OU343117.1,OY284471.1,37279930,37287547,43803264,43811197,-,+,True
62818at7147,OU343115.1,OY284469.1,20359809,20413025,28547705,28578319,-,-,False
62838at7147,OU343115.1,OY284469.1,55058717,55059524,17412973,17413732,-,+,True
62879at7147,OU343116.1,OY284470.1,38946900,38949005,27494722,27496992,-,+,True
62907at7147,OU343116.1,OY284470.1,9847396,9853395,23506875,23510376,+,+,False
62910at7147,OU343119.1,OY284473.1,18605853,18610326,454269,458146,-,-,False
62912at7147,OU343115.1,OY284468.1,22215589,22216464,29363840,29365147,+,-,True
62916at7147,OU343116.1,OY284470.1,46457720,46459972,3127461,3129746,+,-,True
62957at7147,OU343114.1,OY284468.1,15784379,15786924,31735691,31738429,+,-,True
62969at7147,OU343115.1,OY284469.1,60557720,60560562,42990175,42993862,+,-,True
62991at7147,OU343118.1,OY284472.1,29131807,29133557,40016880,40018317,-,+,True
63014at7147,OU343114.1,OY284468.1,4101137,4103081,68345016,68346891,+,+,False
63017at7147,OU343116.1,OY284470.1,35992057,35996429,29793825,29797725,+,-,True
63030at7147,OU343114.1,OY284468.1,46615603,46677355,48051074,48079053,-,+,True
63036at7147,OU343114.1,OY284468.1,69576422,69587946,27185331,27200334,+,+,False
63074at7147,OU343118.1,OY284472.1,41991534,41993494,29301203,29302620,+,+,False
63096at7147,OU343114.1,OY284468.1,55915675,55917063,5725852,5728009,+,-,True
63127at7147,OU343117.1,OY284471.1,28893807,28896154,4098643,4101060,-,+,True
63137at7147,OU343117.1,OY284471.1,42085678,42091233,46892902,46898467,-,+,True
63138at7147,OU343114.1,OY284468.1,14996917,15009526,19556476,19563316,+,+,False
63142at7147,OU343114.1,OY284468.1,89118329,89119527,1329829,1331131,+,-,True
63148at7147,OU343117.1,OY284471.1,39801850,39858180,3805025,3854428,-,-,False
63177at7147,OU343114.1,OY284468.1,39681786,39683866,50508973,50511139,-,+,True
63187at7147,OU343116.1,OY284470.1,51724237,51732070,1279356,1301476,-,-,False
63203at7147,OU343117.1,OY284471.1,1256127,1260771,45844341,45848508,-,-,False
63210at7147,OU343117.1,OY284471.1,14890591,14891954,24918685,24919592,+,-,True
63215at7147,OU343117.1,OY284471.1,7774246,7778826,5941067,5943724,-,+,True
63216at7147,OU343115.1,OY284469.1,48072558,48073217,20893428,20894549,-,+,True
63229at7147,OU343118.1,OY284472.1,12315930,12321156,5837083,5840883,+,+,False
63274at7147,OU343115.1,OY284469.1,55083734,55100940,17382007,17390633,-,+,True
63282at7147,OU343117.1,OY284471.1,25136377,25146121,22148013,22159285,-,+,True
63287at7147,OU343118.1,OY284472.1,31400567,31404690,9927354,9931578,+,-,True
63303at7147,OU343115.1,OY284469.1,34566634,34568152,24410210,24411808,+,-,True
63321at7147,OU343115.1,OY284469.1,55075105,55077842,17393182,17395786,+,-,True
63323at7147,OU343118.1,OY284472.1,43005085,43005615,39655048,39655563,-,-,False
63332at7147,OU343119.1,OY284473.1,19581786,19584986,29971465,29975261,-,+,True
63341at7147,OU343116.1,OY284470.1,2526832,2571720,1177855,1232827,+,+,False
63354at7147,OU343116.1,OY284470.1,22067081,22068074,42678723,42679670,+,+,False
63383at7147,OU343117.1,OY284471.1,44880578,44886222,21811274,21816524,+,+,False
63388at7147,OU343116.1,OY284470.1,22252195,22255289,11098476,11101314,-,-,False
63447at7147,OU343114.1,OY284468.1,83713845,83717704,28995251,28997017,-,-,False
63476at7147,OU343114.1,OY284468.1,8543116,8548994,69221430,69226534,-,+,True
63492at7147,OU343114.1,OY284468.1,20722826,20730536,17910921,17925022,-,+,True
63508at7147,OU343118.1,OY284472.1,19804591,19808094,4959618,4962300,+,+,False
63515at7147,OU343115.1,OY284469.1,59013073,59013983,11974098,11974991,-,-,False
63517at7147,OU343117.1,OY284471.1,33720661,33725665,46461641,46465147,-,-,False
63539at7147,OU343114.1,OY284468.1,46678179,46679932,48049473,48050586,+,-,True
63540at7147,OU343116.1,OY284470.1,48359356,48360271,9485221,9486584,+,-,True
63541at7147,OU343115.1,OY284469.1,5236950,5238386,54020496,54022456,+,-,True
63569at7147,OU343117.1,OY284471.1,25812884,25828474,46036962,46042317,+,+,False
63580at7147,OU343117.1,OY284471.1,26948416,26949153,43708570,43709247,-,-,False
63582at7147,OU343114.1,OY284468.1,85533562,85536033,2425317,2428282,-,+,True
63583at7147,OU343115.1,OY284469.1,33850161,33852756,26742133,26744095,+,-,True
63604at7147,OU343118.1,OY284472.1,17978484,17982393,19832687,19847488,+,+,False
63607at7147,OU343116.1,OY284470.1,38644175,38652346,7649531,7659283,-,+,True
63633at7147,OU343117.1,OY284471.1,11794452,11796220,25353477,25354885,+,-,True
63635at7147,OU343115.1,OY284469.1,57317804,57319043,3716127,3717480,+,+,False
63639at7147,OU343116.1,OY284470.1,27417256,27443052,2641247,2669248,+,+,False
63673at7147,OU343114.1,OY284468.1,91999857,92003049,138486,142876,-,+,True
63677at7147,OU343115.1,OY284469.1,2531009,2532017,19535634,19536667,+,-,True
63691at7147,OU343118.1,OY284472.1,22012233,22017968,8090366,8095926,-,+,True
63704at7147,OU343117.1,OY284471.1,27253783,27255594,33068195,33069745,-,+,True
63716at7147,OU343117.1,OY284471.1,10365220,10374613,7636281,7640348,+,+,False
63722at7147,OU343116.1,OY284469.1,8225211,8226331,33885342,33886548,+,+,False
63748at7147,OU343115.1,OY284469.1,56800351,56801542,4967796,4969017,+,+,False
63777at7147,OU343114.1,OY284468.1,95432905,95436828,46011294,46013977,+,+,False
63804at7147,OU343114.1,OY284468.1,31179147,31179859,29898454,29899189,+,-,True
63806at7147,OU343117.1,OY284471.1,155724,159704,6277649,6280060,-,-,False
63808at7147,OU343116.1,OY284470.1,50806681,50808544,25349330,25350824,-,-,False
63826at7147,OU343115.1,OY284469.1,64252513,64252939,40374334,40374803,-,-,False
63829at7147,OU343116.1,OY284470.1,15820198,15823199,42303063,42306375,-,-,False
63836at7147,OU343115.1,OY284469.1,6672132,6676400,8559354,8563589,-,+,True
63838at7147,OU343114.1,OY284468.1,90798737,90803114,505100,511616,+,-,True
63890at7147,OU343115.1,OY284469.1,13151460,13153837,10400550,10402333,+,+,False
63892at7147,OU343117.1,OY284471.1,45277253,45279672,35093403,35096184,-,+,True
63904at7147,OU343114.1,OY284468.1,75952520,76055484,62002259,62092606,-,+,True
63905at7147,OU343115.1,OY284473.1,52004075,52006903,1422985,1428820,+,+,False
63921at7147,OU343116.1,OY284470.1,53335817,53336844,21700192,21701009,-,-,False
63923at7147,OU343118.1,OY284472.1,36285358,36287227,22711104,22712872,-,-,False
63928at7147,OU343118.1,OY284472.1,5157780,5159747,3351367,3353217,+,+,False
63940at7147,OU343117.1,OY284471.1,25720445,25725597,46758541,46762740,-,-,False
63942at7147,OU343116.1,OY284470.1,46565608,46572674,14752281,14759498,+,-,True
63959at7147,OU343114.1,OY284470.1,10075604,10082759,47689590,47693445,+,+,False
64014at7147,OU343116.1,OY284470.1,33598022,33599584,15563398,15564982,-,+,True
64036at7147,OU343114.1,OY284468.1,87679016,87689312,1293184,1300184,-,+,True
64043at7147,OU343115.1,OY284469.1,45817200,45818842,32269758,32270239,+,-,True
64050at7147,OU343114.1,OY284468.1,81204287,81213098,22479504,22486071,-,+,True
64130at7147,OU343114.1,OY284468.1,24733690,24736941,27101951,27104698,-,-,False
64158at7147,OU343114.1,OY284468.1,55486321,55490942,54822140,54825023,+,-,True
64161at7147,OU343116.1,OY284470.1,50811580,50813158,25354915,25356360,+,+,False
64173at7147,OU343117.1,OY284471.1,25993095,25994084,46821697,46822549,+,+,False
64183at7147,OU343114.1,OY284468.1,59391521,59397885,37579117,37583357,+,-,True
64192at7147,OU343115.1,OY284469.1,61960115,61992725,48889916,48976737,+,-,True
64195at7147,OU343114.1,OY284468.1,34856395,34877687,40152914,40171225,-,-,False
64216at7147,OU343115.1,OY284469.1,8691840,8693425,32736945,32739695,+,-,True
64272at7147,OU343118.1,OY284472.1,15914239,15916355,20705423,20709652,+,-,True
64274at7147,OU343114.1,OY284468.1,94471169,94473644,45373136,45375794,+,+,False
64323at7147,OU343117.1,OY284471.1,41389939,41404142,4675600,4689362,+,-,True
64333at7147,OU343114.1,OY284468.1,33306384,33310485,36590356,36591885,-,+,True
64346at7147,OU343114.1,OY284468.1,11011818,11012287,36896677,36897130,-,-,False
64351at7147,OU343114.1,OY284468.1,12269755,12270684,64245242,64247101,+,-,True
64374at7147,OU343116.1,OY284470.1,22799343,22808591,36907754,36923660,+,+,False
64379at7147,OU343115.1,OY284469.1,1847836,1849182,10835439,10836739,+,+,False
64380at7147,OU343116.1,OY284470.1,37868104,37869804,31100869,31105641,+,+,False
64411at7147,OU343114.1,OY284468.1,69158841,69162843,2460410,2464834,+,-,True
64413at7147,OU343114.1,OY284468.1,13216523,13220291,42068470,42070873,+,+,False
64472at7147,OU343115.1,OY284469.1,8011832,8021156,42077028,42083769,+,-,True
64480at7147,OU343114.1,OY284468.1,11017578,11018865,18883692,18884938,-,-,False
64505at7147,OU343114.1,OY284471.1,31002893,31003948,5347268,5349489,-,-,False
64516at7147,OU343118.1,OY284472.1,22395359,22397705,41109761,41111757,+,+,False
64519at7147,OU343114.1,OY284468.1,33642544,33673743,36414150,36431088,-,+,True
64630at7147,OU343118.1,OY284472.1,43027702,43039505,411493,423023,-,-,False
64636at7147,OU343116.1,OY284470.1,39422117,39433067,27012042,27017263,-,+,True
64639at7147,OU343116.1,OY284470.1,7683397,7692973,270467,277481,-,+,True
64696at7147,OU343114.1,OY284468.1,18373414,18375158,43815405,43816848,-,-,False
64757at7147,OU343116.1,OY284470.1,27156147,27185102,2396359,2438434,+,+,False
64809at7147,OU343116.1,OY284470.1,51186235,51214884,25701669,25731018,-,-,False
64810at7147,OU343114.1,OY284468.1,40878341,40879307,49888274,49889311,-,+,True
64833at7147,OU343117.1,OY284471.1,22607133,22609416,582545,584979,+,-,True
64850at7147,OU343115.1,OY284469.1,5090269,5091883,56599673,56601368,+,+,False
64935at7147,OU343116.1,OY284470.1,4299909,4311844,38029645,38065517,+,+,False
64947at7147,OU343115.1,OY284469.1,58382504,58385433,5075877,5078713,+,+,False
64968at7147,OU343114.1,OY284468.1,8863238,8864959,69110424,69111980,+,-,True
64974at7147,OU343116.1,OY284470.1,8793641,8799721,41109931,41114554,-,-,False
65003at7147,OU343118.1,OY284472.1,17517517,17519009,36967618,36969000,-,-,False
65007at7147,OU343117.1,OY284471.1,36628275,36633427,43937493,43942554,+,-,True
65008at7147,OU343115.1,OY284469.1,39565926,39566331,6003809,6004212,+,-,True
65012at7147,OU343115.1,OY284469.1,67072358,67074871,19100027,19101827,-,-,False
65041at7147,OU343114.1,OY284468.1,39280180,39281066,50756257,50757317,-,+,True
65054at7147,OU343116.1,OY284470.1,53885025,53887143,20069949,20070984,-,+,True
65131at7147,OU343117.1,OY284471.1,28238378,28240187,27393174,27394914,-,-,False
65138at7147,OU343114.1,OY284468.1,78782116,78782637,58743987,58744558,-,-,False
65151at7147,OU343114.1,OY284469.1,89932491,89933230,55702954,55703733,-,+,True
65157at7147,OU343115.1,OY284469.1,22345988,22402467,10942710,10968711,+,-,True
65169at7147,OU343116.1,OY284470.1,17599744,17600355,6987536,6988141,-,-,False
65184at7147,OU343115.1,OY284469.1,29895386,29931274,51726310,51758375,+,+,False
65194at7147,OU343117.1,OY284471.1,19371536,19372730,22632057,22633789,-,+,True
65195at7147,OU343118.1,OY284472.1,16773295,16840599,37130009,37194136,-,+,True
65213at7147,OU343116.1,OY284470.1,38742242,38745682,7534512,7537617,-,+,True
65217at7147,OU343114.1,OY284468.1,28572769,28580406,46518659,46525136,-,+,True
65232at7147,OU343114.1,OY284468.1,974743,981205,65335062,65339503,+,-,True
65291at7147,OU343118.1,OY284472.1,17928914,17933560,19760086,19765476,-,-,False
65343at7147,OU343115.1,OY284469.1,68553722,68555882,646152,647736,+,+,False
65361at7147,OU343116.1,OY284470.1,42528954,42531976,8295691,8298768,+,-,True
65369at7147,OU343116.1,OY284470.1,11927088,11928969,35628761,35631916,+,-,True
65376at7147,OU343114.1,OY284468.1,69549830,69551485,27140303,27141741,-,+,True
65377at7147,OU343115.1,OY284469.1,7387076,7388375,20569014,20569992,+,+,False
65380at7147,OU343114.1,OY284468.1,8670892,8672295,69166547,69167893,+,-,True
65399at7147,OU343116.1,OY284470.1,36830110,36831615,28841855,28843211,-,-,False
65433at7147,OU343114.1,OY284468.1,75291127,75292466,62544385,62545742,-,+,True
65476at7147,OU343115.1,OY284469.1,5958036,5961647,10454151,10457547,+,+,False
65478at7147,OU343118.1,OY284472.1,30611120,30614872,36595378,36598016,+,-,True
65485at7147,OU343116.1,OY284470.1,11649936,11662590,36494479,36500442,+,+,False
65490at7147,OU343117.1,OY284471.1,44093814,44096127,33532830,33534959,-,-,False
65503at7147,OU343118.1,OY284472.1,22145035,22147536,7934641,7937175,+,-,True
65523at7147,OU343114.1,OY284468.1,95353869,95358023,45478649,45481004,+,-,True
65536at7147,OU343117.1,OY284471.1,46364437,46367034,12560300,12571571,-,-,False
65537at7147,OU343114.1,OY284468.1,68322954,68358261,68649248,68665288,+,+,False
65550at7147,OU343115.1,OY284469.1,53896772,53900930,51784124,51788482,+,+,False
65559at7147,OU343117.1,OY284471.1,28871623,28889367,4109683,4122102,+,-,True
65561at7147,OU343117.1,OY284471.1,27993912,27996788,46702284,46705316,-,+,True
65571at7147,OU343115.1,OY284469.1,68109383,68110472,505843,507272,-,-,False
65602at7147,OU343116.1,OY284470.1,39865728,39889138,24081538,24109074,-,+,True
65643at7147,OU343114.1,OY284468.1,11179285,11182651,19071184,19079567,+,+,False
65654at7147,OU343118.1,OY284472.1,23840688,23841983,3625759,3629247,+,+,False
65656at7147,OU343117.1,OY284471.1,29796724,29808067,42571407,42585953,-,-,False
65657at7147,OU343115.1,OY284469.1,58139577,58141623,4687560,4689832,-,-,False
65687at7147,OU343117.1,OY284471.1,4749486,4787848,7890320,7894501,-,+,True
65711at7147,OU343118.1,OY284472.1,19364752,19379693,5668608,5693481,+,+,False
65727at7147,OU343118.1,OY284472.1,14334550,14338522,20205975,20209697,+,+,False
65754at7147,OU343116.1,OY284470.1,52811901,52812325,19289956,19290425,+,-,True
65766at7147,OU343118.1,OY284472.1,12124491,12125454,13071061,13072478,-,+,True
65784at7147,OU343117.1,OY284471.1,48223212,48225564,26231207,26233408,+,+,False
65801at7147,OU343114.1,OY284468.1,10085333,10087299,15196410,15201119,-,-,False
65808at7147,OU343118.1,OY284472.1,25491653,25493674,10655285,10657402,+,+,False
65830at7147,OU343117.1,OY284471.1,7397424,7409485,18932940,18957612,-,+,True
65834at7147,OU343116.1,OY284470.1,39892270,39894028,24076648,24078031,+,-,True
65844at7147,OU343116.1,OY284470.1,39446816,39447500,18895050,18895790,-,+,True
65866at7147,OU343115.1,OY284469.1,49868452,49879730,9787244,9808087,+,+,False
65892at7147,OU343117.1,OY284471.1,792854,794509,6352146,6353770,-,-,False
65894at7147,OU343115.1,OY284469.1,48108590,48116712,20857409,20868256,+,-,True
65934at7147,OU343115.1,OY284469.1,53712431,53714535,24720915,24721855,-,+,True
65939at7147,OU343116.1,OY284470.1,38494612,38498431,7845884,7849329,+,+,False
65956at7147,OU343115.1,OY284469.1,16505304,16510568,39570358,39579195,-,-,False
65972at7147,OU343116.1,OY284470.1,39802928,39822044,24156327,24175931,-,+,True
65973at7147,OU343118.1,OY284472.1,22578030,22584040,8792259,8796815,+,+,False
65990at7147,OU343115.1,OY284469.1,51032948,51037357,16667201,16670304,+,+,False
65992at7147,OU343114.1,OY284468.1,94862274,94865493,45762852,45764416,-,+,True
66007at7147,OU343114.1,OY284468.1,30019858,30022571,39140638,39152116,-,+,True
66020at7147,OU343116.1,OY284470.1,7994532,7997995,4331825,4333869,-,-,False
66030at7147,OU343118.1,OY284472.1,3959566,3961257,2287665,2288597,-,+,True
66044at7147,OU343115.1,OY284469.1,58346829,58349220,4987285,4989321,+,+,False
66048at7147,OU343114.1,OY284468.1,44007296,44009869,35477655,35480293,+,-,True
66053at7147,OU343116.1,OY284470.1,11936711,11940671,5727184,5729121,+,-,True
66066at7147,OU343117.1,OY284471.1,44102679,44103372,33543772,33544526,-,-,False
66069at7147,OU343114.1,OY284468.1,90907483,90909843,7686643,7689339,-,-,False
66070at7147,OU343115.1,OY284469.1,63505758,63508218,55705417,55708647,-,+,True
66108at7147,OU343118.1,OY284472.1,19674543,19685856,5710640,5723481,-,-,False
66139at7147,OU343115.1,OY284469.1,52261080,52264239,27252597,27255578,+,+,False
66177at7147,OU343115.1,OY284469.1,65429070,65433629,37469361,37473783,-,-,False
66196at7147,OU343117.1,OY284471.1,5937110,5940625,839965,842205,-,+,True
66209at7147,OU343116.1,OY284470.1,37654876,37657839,30722997,30725198,+,-,True
66213at7147,OU343115.1,OY284469.1,71463640,71513297,1128487,1144641,+,-,True
66225at7147,OU343118.1,OY284472.1,41980373,41982844,29271647,29274058,+,+,False
66230at7147,OU343118.1,OY284472.1,30809966,30814715,33551738,33554839,-,+,True
66243at7147,OU343117.1,OY284471.1,628607,635331,6561018,6568640,+,-,True
66247at7147,OU343115.1,OY284469.1,8625892,8626782,58099195,58100143,-,-,False
66326at7147,OU343118.1,OY284472.1,43773316,43775021,4941756,4942852,-,+,True
66330at7147,OU343118.1,OY284472.1,35163572,35165784,19646520,19648055,+,+,False
66341at7147,OU343114.1,OY284468.1,1328223,1329540,43076925,43078252,+,+,False
66348at7147,OU343114.1,OY284468.1,43849716,43850572,35597898,35599138,-,+,True
66349at7147,OU343114.1,OY284468.1,78553675,78569843,58627658,58631073,+,+,False
66352at7147,OU343115.1,OY284469.1,59348861,59351545,31852115,31855131,+,+,False
66361at7147,OU343114.1,OY284468.1,50573699,50574510,47679104,47679936,-,+,True
66373at7147,OU343117.1,OY284471.1,30537129,30538205,28271839,28272966,-,+,True
66402at7147,OU343116.1,OY284470.1,38244710,38245897,8090768,8092004,+,-,True
66414at7147,OU343114.1,OY284468.1,56701436,56728273,196553,205355,-,-,False
66457at7147,OU343114.1,OY284468.1,9137332,9141957,62585855,62588796,+,+,False
66475at7147,OU343116.1,OY284470.1,22223798,22224673,11077383,11078249,-,-,False
66491at7147,OU343118.1,OY284472.1,44751081,44754017,25626781,25628472,-,+,True
66510at7147,OU343117.1,OY284471.1,33601539,33603026,2373026,2374717,+,+,False
66515at7147,OU343114.1,OY284468.1,11226406,11227893,42928678,42930180,-,-,False
66519at7147,OU343116.1,OY284470.1,33829639,33832003,15338446,15340664,+,-,True
66523at7147,OU343118.1,OY284472.1,16214517,16217265,9285437,9288086,-,-,False
66525at7147,OU343115.1,OY284469.1,25665934,25678370,53348510,53353343,+,+,False
66538at7147,OU343114.1,OY284468.1,34583252,34586107,35849086,35851387,-,+,True
66557at7147,OU343115.1,OY284469.1,34569602,34570713,24407571,24408687,+,-,True
66567at7147,OU343114.1,OY284468.1,89123787,89127719,37944977,37947691,+,+,False
66590at7147,OU343115.1,OY284469.1,68933859,68935196,852771,854141,-,-,False
66606at7147,OU343116.1,OY284470.1,36926535,36928877,30097741,30100107,+,+,False
66607at7147,OU343118.1,OY284472.1,42983108,42988181,27249033,27254331,-,+,True
66610at7147,OU343115.1,OY284469.1,64698027,64699244,56065027,56066238,-,+,True
66632at7147,OU343115.1,OY284469.1,59361293,59363848,31846023,31847869,-,+,True
66640at7147,OU343118.1,OY284472.1,43778580,43782084,4935799,4939897,-,+,True
66649at7147,OU343116.1,OY284470.1,5767893,5776832,5974566,5980273,+,-,True
66702at7147,OU343114.1,OY284468.1,4764066,4765450,56839706,56841150,-,-,False
66704at7147,OU343115.1,OY284469.1,52267678,52270320,27257491,27260290,+,+,False
66707at7147,OU343115.1,OY284469.1,27768333,27795646,18693707,18696767,-,+,True
66722at7147,OU343115.1,OY284469.1,20652997,20654877,28717995,28719630,+,+,False
66740at7147,OU343115.1,OY284469.1,21220172,21221546,28966289,28967457,+,+,False
66757at7147,OU343114.1,OY284468.1,86209476,86215648,2310538,2321635,-,+,True
66761at7147,OU343115.1,OY284469.1,68413365,68418085,588813,590477,-,-,False
66787at7147,OU343115.1,OY284469.1,15879591,15883740,22042106,22045204,+,+,False
66795at7147,OU343115.1,OY284469.1,11645383,11651910,35083806,35090616,-,+,True
66810at7147,OU343115.1,OY284469.1,65834283,65835861,37945505,37947101,-,-,False
66846at7147,OU343117.1,OY284471.1,6726528,6729598,8629560,8631358,-,-,False
66869at7147,OU343116.1,OY284470.1,25377569,25379564,1405313,1406350,-,+,True
66893at7147,OU343116.1,OY284470.1,12428602,12429807,7354981,7356189,+,+,False
66927at7147,OU343114.1,OY284468.1,73831016,73831321,60603061,60603369,+,+,False
66929at7147,OU343118.1,OY284472.1,24714755,24715349,36584731,36585365,+,-,True
66984at7147,OU343116.1,OY284470.1,11127029,11167267,44198768,44249106,+,-,True
66992at7147,OU343115.1,OY284469.1,47466600,47479458,39612993,39624861,-,+,True
66998at7147,OU343115.1,OY284469.1,70736548,70743450,1536973,1541929,-,-,False
66999at7147,OU343117.1,OY284471.1,44322471,44325799,38023527,38052809,+,+,False
67006at7147,OU343117.1,OY284471.1,20192111,20196672,38876196,38881027,-,-,False
67025at7147,OU343114.1,OY284468.1,55978951,55985405,5685858,5689683,+,-,True
67026at7147,OU343116.1,OY284470.1,26225600,26226548,17787064,17788018,+,+,False
67045at7147,OU343114.1,OY284468.1,55681146,55687301,54799507,54801206,+,-,True
67052at7147,OU343116.1,OY284470.1,32925889,32927238,16111360,16112555,+,-,True
67093at7147,OU343115.1,OY284469.1,41388576,41423145,22757175,22793687,-,+,True
